id_prueba,timestamp,modo,tipo de evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,acierto,notas
889,2025-12-28T16:50:06.319728,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.131,,
890,2025-12-28T16:50:06.326793,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.007,,
891,2025-12-28T16:50:06.544996,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958606538.png,3,,LED,,,,00:00:00.218,,
892,2025-12-28T16:50:06.547165,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
893,2025-12-28T16:50:07.462947,MOBILE,finished,3,,LED,,"result: ""—",,00:00:00.915,,
894,2025-12-28T16:50:07.472045,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958606538.png,3,,LED,,,,,,
895,2025-12-28T16:50:07.475266,MOBILE,converting output to speech,3,,LED,,"""—",,00:00:00.003,,
896,2025-12-28T16:50:07.481799,MOBILE,converted output to speech,3,,LED,,,,,,
897,2025-12-28T16:50:08.357305,MOBILE,capture,3,,LED,,starting,,00:00:00.875,,
898,2025-12-28T16:50:08.731776,MOBILE,capture,3,,LED,,finished (33036 bytes),,00:00:00.374,,
899,2025-12-28T16:50:08.734157,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
900,2025-12-28T16:50:08.735794,MOBILE,processing image,3,,LED,,33036 bytes,,00:00:00.001,,
901,2025-12-28T16:50:08.852823,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.117,,
902,2025-12-28T16:50:08.880068,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.027,,
903,2025-12-28T16:50:09.126809,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958609116.png,3,,LED,,,,00:00:00.246,,
904,2025-12-28T16:50:09.129085,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
905,2025-12-28T16:50:09.535009,MOBILE,finished,3,,LED,,"result: ""N",,00:00:00.405,,
906,2025-12-28T16:50:09.550150,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958609116.png,3,,LED,,,,,,
907,2025-12-28T16:50:09.553178,MOBILE,converting output to speech,3,,LED,,"""N",,00:00:00.003,,
908,2025-12-28T16:50:09.566699,MOBILE,converted output to speech,3,,LED,,,,,,
909,2025-12-28T16:50:10.429882,MOBILE,capture,3,,LED,,starting,,00:00:00.863,,
910,2025-12-28T16:50:10.806196,MOBILE,capture,3,,LED,,finished (32858 bytes),,00:00:00.376,,
911,2025-12-28T16:50:10.809347,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.003,,
912,2025-12-28T16:50:10.811808,MOBILE,processing image,3,,LED,,32858 bytes,,00:00:00.002,,
913,2025-12-28T16:50:10.971321,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.159,,
914,2025-12-28T16:50:10.979596,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.008,,
915,2025-12-28T16:50:11.223780,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958611216.png,3,,LED,,,,00:00:00.244,,
916,2025-12-28T16:50:11.225355,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
917,2025-12-28T16:50:11.632066,MOBILE,finished,3,,LED,,"result: ""-""",,00:00:00.406,,
918,2025-12-28T16:50:11.638201,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958611216.png,3,,LED,,,,00:00:00.006,,
919,2025-12-28T16:50:11.639885,MOBILE,converting output to speech,3,,LED,,"""-""",,00:00:00.001,,
920,2025-12-28T16:50:11.648378,MOBILE,converted output to speech,3,,LED,,,,00:00:00.008,,
921,2025-12-28T16:50:12.452453,MOBILE,capture,3,,LED,,starting,,00:00:00.804,,
922,2025-12-28T16:50:12.873071,MOBILE,capture,3,,LED,,finished (33071 bytes),,00:00:00.420,,
923,2025-12-28T16:50:12.876605,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.003,,
924,2025-12-28T16:50:12.878814,MOBILE,processing image,3,,LED,,33071 bytes,,00:00:00.002,,
925,2025-12-28T16:50:13.044203,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.165,,
926,2025-12-28T16:50:13.082713,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.038,,
927,2025-12-28T16:50:13.329760,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958613321.png,3,,LED,,,,00:00:00.247,,
928,2025-12-28T16:50:13.331020,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
929,2025-12-28T16:50:13.587529,MOBILE,finished,3,,LED,,"result: ""N""",,00:00:00.256,,
930,2025-12-28T16:50:13.592879,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958613321.png,3,,LED,,,,00:00:00.005,,
931,2025-12-28T16:50:13.602040,MOBILE,converting output to speech,3,,LED,,"""N""",,00:00:00.009,,
932,2025-12-28T16:50:13.610757,MOBILE,converted output to speech,3,,LED,,,,00:00:00.008,,
933,2025-12-28T16:50:14.390150,MOBILE,capture,3,,LED,,starting,,00:00:00.779,,
934,2025-12-28T16:50:14.984910,MOBILE,capture,3,,LED,,finished (34217 bytes),,00:00:00.594,,
935,2025-12-28T16:50:14.990583,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.005,,
936,2025-12-28T16:50:14.993460,MOBILE,processing image,3,,LED,,34217 bytes,,00:00:00.002,,
937,2025-12-28T16:50:15.121006,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.127,,
938,2025-12-28T16:50:15.146124,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.025,,
939,2025-12-28T16:50:15.388264,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958615380.png,3,,LED,,,,00:00:00.242,,
940,2025-12-28T16:50:15.390048,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
941,2025-12-28T16:50:15.899672,MOBILE,finished,3,,LED,,"result: ""h",,00:00:00.509,,
942,2025-12-28T16:50:15.904635,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958615380.png,3,,LED,,,,,,
943,2025-12-28T16:50:15.906304,MOBILE,converting output to speech,3,,LED,,"""h",,00:00:00.001,,
944,2025-12-28T16:50:15.911104,MOBILE,converted output to speech,3,,LED,,,,,,
945,2025-12-28T16:50:17.648657,MOBILE,capture,3,,LED,,starting,,00:00:01.737,,
946,2025-12-28T16:50:18.053886,MOBILE,capture,3,,LED,,finished (30435 bytes),,00:00:00.405,,
947,2025-12-28T16:50:18.058342,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.004,,
948,2025-12-28T16:50:18.060843,MOBILE,processing image,3,,LED,,30435 bytes,,00:00:00.002,,
949,2025-12-28T16:50:18.204165,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.143,,
950,2025-12-28T16:50:18.227101,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.022,,
951,2025-12-28T16:50:18.464225,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958618454.png,3,,LED,,,,00:00:00.237,,
952,2025-12-28T16:50:18.465722,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
953,2025-12-28T16:50:19.078276,MOBILE,finished,3,,LED,,"result: ""u",,00:00:00.612,,
954,2025-12-28T16:50:19.082906,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958618454.png,3,,LED,,,,,,
955,2025-12-28T16:50:19.084589,MOBILE,converting output to speech,3,,LED,,"""u",,00:00:00.001,,
956,2025-12-28T16:50:19.088854,MOBILE,converted output to speech,3,,LED,,,,,,
957,2025-12-28T16:50:20.299614,MOBILE,capture,3,,LED,,starting,,00:00:01.210,,
958,2025-12-28T16:50:20.630219,MOBILE,capture,3,,LED,,finished (33904 bytes),,00:00:00.330,,
959,2025-12-28T16:50:20.636784,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.006,,
960,2025-12-28T16:50:20.640182,MOBILE,processing image,3,,LED,,33904 bytes,,00:00:00.003,,
961,2025-12-28T16:50:20.769314,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.129,,
962,2025-12-28T16:50:20.802118,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.032,,
963,2025-12-28T16:50:21.047374,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958621038.png,3,,LED,,,,00:00:00.245,,
964,2025-12-28T16:50:21.048971,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
965,2025-12-28T16:50:21.636729,MOBILE,finished,3,,LED,,"result: ""»,.yf",,00:00:00.587,,
966,2025-12-28T16:50:21.643422,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958621038.png,3,,LED,,,,,,
967,2025-12-28T16:50:21.645773,MOBILE,converting output to speech,3,,LED,,"""»,.yf",,00:00:00.002,,
968,2025-12-28T16:50:21.653283,MOBILE,converted output to speech,3,,LED,,,,,,
969,2025-12-28T16:50:23.125174,MOBILE,capture,3,,LED,,starting,,00:00:01.471,,
970,2025-12-28T16:50:23.719872,MOBILE,capture,3,,LED,,finished (34030 bytes),,00:00:00.594,,
971,2025-12-28T16:50:23.721788,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.001,,
972,2025-12-28T16:50:23.723020,MOBILE,processing image,3,,LED,,34030 bytes,,00:00:00.001,,
973,2025-12-28T16:50:23.856676,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.133,,
974,2025-12-28T16:50:23.882345,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.025,,
975,2025-12-28T16:50:24.116873,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958624108.png,3,,LED,,,,00:00:00.234,,
976,2025-12-28T16:50:24.118722,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
977,2025-12-28T16:50:24.675103,MOBILE,finished,3,,LED,,"result: ""h",,00:00:00.556,,
978,2025-12-28T16:50:24.679656,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958624108.png,3,,LED,,,,,,
979,2025-12-28T16:50:24.681312,MOBILE,converting output to speech,3,,LED,,"""h",,00:00:00.001,,
980,2025-12-28T16:50:24.686867,MOBILE,converted output to speech,3,,LED,,,,,,
981,2025-12-28T16:50:25.482497,MOBILE,capture,3,,LED,,starting,,00:00:00.795,,
982,2025-12-28T16:50:25.783903,MOBILE,capture,3,,LED,,finished (33991 bytes),,00:00:00.301,,
983,2025-12-28T16:50:25.788321,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.004,,
984,2025-12-28T16:50:25.790149,MOBILE,processing image,3,,LED,,33991 bytes,,00:00:00.001,,
985,2025-12-28T16:50:25.907130,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.116,,
986,2025-12-28T16:50:25.937786,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.030,,
987,2025-12-28T16:50:26.174494,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958626165.png,3,,LED,,,,00:00:00.236,,
988,2025-12-28T16:50:26.176544,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
989,2025-12-28T16:50:26.755211,MOBILE,finished,3,,LED,,"result: ""=",,00:00:00.578,,
990,2025-12-28T16:50:26.767278,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958626165.png,3,,LED,,,,,,
991,2025-12-28T16:50:26.769988,MOBILE,converting output to speech,3,,LED,,"""=",,00:00:00.002,,
992,2025-12-28T16:50:26.785122,MOBILE,converted output to speech,3,,LED,,,,,,
993,2025-12-28T16:50:27.381192,MOBILE,capture,3,,LED,,starting,,00:00:00.596,,
994,2025-12-28T16:50:27.860474,MOBILE,capture,3,,LED,,finished (33319 bytes),,00:00:00.479,,
995,2025-12-28T16:50:27.862382,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.001,,
996,2025-12-28T16:50:27.863969,MOBILE,processing image,3,,LED,,33319 bytes,,00:00:00.001,,
997,2025-12-28T16:50:28.018418,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.154,,
998,2025-12-28T16:50:28.027489,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.009,,
999,2025-12-28T16:50:28.255616,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958628248.png,3,,LED,,,,00:00:00.228,,
1000,2025-12-28T16:50:28.257125,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
1001,2025-12-28T16:50:28.887082,MOBILE,finished,3,,LED,,"result: ""=A",,00:00:00.629,,
1002,2025-12-28T16:50:28.895109,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958628248.png,3,,LED,,,,,,
1003,2025-12-28T16:50:28.897701,MOBILE,converting output to speech,3,,LED,,"""=A",,00:00:00.002,,
1004,2025-12-28T16:50:28.903505,MOBILE,converted output to speech,3,,LED,,,,,,
1005,2025-12-28T16:50:29.814498,MOBILE,capture,3,,LED,,starting,,00:00:00.910,,
1006,2025-12-28T16:50:29.918739,MOBILE,capture,3,,LED,,finished (33646 bytes),,00:00:00.104,,
1007,2025-12-28T16:50:29.924178,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.005,,
1008,2025-12-28T16:50:29.925644,MOBILE,processing image,3,,LED,,33646 bytes,,00:00:00.001,,
1009,2025-12-28T16:50:30.042955,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.117,,
1010,2025-12-28T16:50:30.068559,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.025,,
1011,2025-12-28T16:50:30.298663,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958630291.png,3,,LED,,,,00:00:00.230,,
1012,2025-12-28T16:50:30.318801,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.020,,
1013,2025-12-28T16:50:30.769693,MOBILE,finished,3,,LED,,"result: ""%",,00:00:00.450,,
1014,2025-12-28T16:50:30.773059,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958630291.png,3,,LED,,,,,,
1015,2025-12-28T16:50:30.774176,MOBILE,converting output to speech,3,,LED,,"""%",,00:00:00.001,,
1016,2025-12-28T16:50:30.779044,MOBILE,converted output to speech,3,,LED,,,,,,
1017,2025-12-28T16:50:31.586320,MOBILE,capture,3,,LED,,starting,,00:00:00.807,,
1018,2025-12-28T16:50:31.993825,MOBILE,capture,3,,LED,,finished (33804 bytes),,00:00:00.407,,
1019,2025-12-28T16:50:31.996919,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.003,,
1020,2025-12-28T16:50:32.000629,MOBILE,processing image,3,,LED,,33804 bytes,,00:00:00.003,,
1021,2025-12-28T16:50:32.127157,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.126,,
1022,2025-12-28T16:50:32.158576,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.031,,
1023,2025-12-28T16:50:32.401707,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958632392.png,3,,LED,,,,00:00:00.243,,
1024,2025-12-28T16:50:32.403705,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
1025,2025-12-28T16:50:33.018931,MOBILE,finished,3,,LED,,"result: ""A",,00:00:00.615,,
1026,2025-12-28T16:50:33.024654,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958632392.png,3,,LED,,,,,,
1027,2025-12-28T16:50:33.026446,MOBILE,converting output to speech,3,,LED,,"""A",,00:00:00.001,,
1028,2025-12-28T16:50:33.032099,MOBILE,converted output to speech,3,,LED,,,,,,
1029,2025-12-28T16:50:36.223528,MOBILE,capture,3,,LED,,starting,,00:00:03.191,,
1030,2025-12-28T16:50:36.554741,MOBILE,capture,3,,LED,,finished (33250 bytes),,00:00:00.331,,
1031,2025-12-28T16:50:36.556971,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
1032,2025-12-28T16:50:36.585337,MOBILE,processing image,3,,LED,,33250 bytes,,00:00:00.028,,
1033,2025-12-28T16:50:36.721290,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.135,,
1034,2025-12-28T16:50:36.730846,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.009,,
1035,2025-12-28T16:50:36.969573,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958636960.png,3,,LED,,,,00:00:00.238,,
1036,2025-12-28T16:50:36.971589,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
1037,2025-12-28T16:50:38.018556,MOBILE,finished,3,,LED,,"result: ""-",,00:00:01.046,,
1038,2025-12-28T16:50:38.023116,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958636960.png,3,,LED,,,,,,
1039,2025-12-28T16:50:38.025016,MOBILE,converting output to speech,3,,LED,,"""-",,00:00:00.001,,
1040,2025-12-28T16:50:38.030758,MOBILE,converted output to speech,3,,LED,,,,,,
1041,2025-12-28T16:50:38.605996,MOBILE,capture,3,,LED,,starting,,00:00:00.575,,
1042,2025-12-28T16:50:39.131358,MOBILE,capture,3,,LED,,finished (33129 bytes),,00:00:00.525,,
1043,2025-12-28T16:50:39.132928,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.001,,
1044,2025-12-28T16:50:39.134330,MOBILE,processing image,3,,LED,,33129 bytes,,00:00:00.001,,
1045,2025-12-28T16:50:39.267241,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.132,,
1046,2025-12-28T16:50:39.295028,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.027,,
1047,2025-12-28T16:50:39.533615,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958639525.png,3,,LED,,,,00:00:00.238,,
1048,2025-12-28T16:50:39.535179,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
1049,2025-12-28T16:50:41.052636,MOBILE,finished,3,,LED,,"result: ""s",,00:00:01.517,,
1050,2025-12-28T16:50:41.057517,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958639525.png,3,,LED,,,,,,
1051,2025-12-28T16:50:41.060025,MOBILE,converting output to speech,3,,LED,,"""s",,00:00:00.002,,
1052,2025-12-28T16:50:41.074640,MOBILE,converted output to speech,3,,LED,,,,,,
1053,2025-12-28T16:50:41.675458,MOBILE,capture,3,,LED,,starting,,00:00:00.600,,
1054,2025-12-28T16:50:42.194020,MOBILE,capture,3,,LED,,finished (29508 bytes),,00:00:00.518,,
1055,2025-12-28T16:50:42.196791,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
1056,2025-12-28T16:50:42.198915,MOBILE,processing image,3,,LED,,29508 bytes,,00:00:00.002,,
1057,2025-12-28T16:50:42.317247,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.118,,
1058,2025-12-28T16:50:42.343117,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.025,,
1059,2025-12-28T16:50:42.555677,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958642546.png,3,,LED,,,,00:00:00.212,,
1060,2025-12-28T16:50:42.558082,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
1061,2025-12-28T16:50:43.075903,MOBILE,finished,3,,LED,,"result: ""=",,00:00:00.517,,
1062,2025-12-28T16:50:43.083661,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958642546.png,3,,LED,,,,,,
1063,2025-12-28T16:50:43.086291,MOBILE,converting output to speech,3,,LED,,"""=",,00:00:00.002,,
1064,2025-12-28T16:50:43.091977,MOBILE,converted output to speech,3,,LED,,,,,,
1065,2025-12-28T16:50:44.286102,MOBILE,capture,3,,LED,,starting,,00:00:01.194,,
1066,2025-12-28T16:50:44.782618,MOBILE,capture,3,,LED,,finished (29102 bytes),,00:00:00.496,,
1067,2025-12-28T16:50:44.785184,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
1068,2025-12-28T16:50:44.811372,MOBILE,processing image,3,,LED,,29102 bytes,,00:00:00.026,,
1069,2025-12-28T16:50:44.946800,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.135,,
1070,2025-12-28T16:50:44.955921,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.009,,
1071,2025-12-28T16:50:45.161563,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958645157.png,3,,LED,,,,00:00:00.205,,
1072,2025-12-28T16:50:45.163700,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
1073,2025-12-28T16:50:45.823989,MOBILE,finished,3,,LED,,"result: ""AE",,00:00:00.660,,
1074,2025-12-28T16:50:45.832354,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958645157.png,3,,LED,,,,,,
1075,2025-12-28T16:50:45.835004,MOBILE,converting output to speech,3,,LED,,"""AE",,00:00:00.002,,
1076,2025-12-28T16:50:45.841730,MOBILE,converted output to speech,3,,LED,,,,,,
1077,2025-12-28T16:50:46.622241,MOBILE,capture,3,,LED,,starting,,00:00:00.780,,
1078,2025-12-28T16:50:46.841922,MOBILE,capture,3,,LED,,finished (28049 bytes),,00:00:00.219,,
1079,2025-12-28T16:50:46.844010,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
1080,2025-12-28T16:50:46.846119,MOBILE,processing image,3,,LED,,28049 bytes,,00:00:00.002,,
1081,2025-12-28T16:50:46.959527,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.113,,
1082,2025-12-28T16:50:46.979843,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.020,,
1083,2025-12-28T16:50:47.180342,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958647173.png,3,,LED,,,,00:00:00.200,,
1084,2025-12-28T16:50:47.181607,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.001,,
1085,2025-12-28T16:50:47.786817,MOBILE,finished,3,,LED,,"result: ""- A",,00:00:00.605,,
1086,2025-12-28T16:50:47.791427,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958647173.png,3,,LED,,,,,,
1087,2025-12-28T16:50:47.793030,MOBILE,converting output to speech,3,,LED,,"""- A",,00:00:00.001,,
1088,2025-12-28T16:50:47.799849,MOBILE,converted output to speech,3,,LED,,,,,,
1089,2025-12-28T16:50:48.606066,MOBILE,capture,3,,LED,,starting,,00:00:00.806,,
1090,2025-12-28T16:50:48.909440,MOBILE,capture,3,,LED,,finished (27195 bytes),,00:00:00.303,,
1091,2025-12-28T16:50:48.915207,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.005,,
1092,2025-12-28T16:50:48.917842,MOBILE,processing image,3,,LED,,27195 bytes,,00:00:00.002,,
1093,2025-12-28T16:50:49.050189,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.132,,
1094,2025-12-28T16:50:49.077237,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.027,,
1095,2025-12-28T16:50:49.271006,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958649262.png,3,,LED,,,,00:00:00.193,,
1096,2025-12-28T16:50:49.292928,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.021,,
1097,2025-12-28T16:50:49.757346,MOBILE,finished,3,,LED,,"result: ""Y",,00:00:00.464,,
1098,2025-12-28T16:50:49.762002,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958649262.png,3,,LED,,,,,,
1099,2025-12-28T16:50:49.763967,MOBILE,converting output to speech,3,,LED,,"""Y",,00:00:00.001,,
1100,2025-12-28T16:50:49.770599,MOBILE,converted output to speech,3,,LED,,,,,,
1101,2025-12-28T16:50:50.494786,MOBILE,capture,3,,LED,,starting,,00:00:00.724,,
1102,2025-12-28T16:50:51.022476,MOBILE,capture,3,,LED,,finished (27037 bytes),,00:00:00.527,,
1103,2025-12-28T16:50:51.024731,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.002,,
1104,2025-12-28T16:50:51.026095,MOBILE,processing image,3,,LED,,27037 bytes,,00:00:00.001,,
1105,2025-12-28T16:50:51.142844,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.116,,
1106,2025-12-28T16:50:51.172558,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.029,,
1107,2025-12-28T16:50:51.368386,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958651359.png,3,,LED,,,,00:00:00.195,,
1108,2025-12-28T16:50:51.370517,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.002,,
1109,2025-12-28T16:50:52.203222,MOBILE,finished,3,,LED,,"result: ""- »",,00:00:00.832,,
1110,2025-12-28T16:50:52.212259,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958651359.png,3,,LED,,,,,,
1111,2025-12-28T16:50:52.214010,MOBILE,converting output to speech,3,,LED,,"""- »",,00:00:00.001,,
1112,2025-12-28T16:50:52.220770,MOBILE,converted output to speech,3,,LED,,,,,,
1113,2025-12-28T16:50:53.960388,MOBILE,capture,3,,LED,,starting,,00:00:01.739,,
1114,2025-12-28T16:50:54.081002,MOBILE,capture,3,,LED,,finished (26965 bytes),,00:00:00.120,,
1115,2025-12-28T16:50:54.084729,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.003,,
1116,2025-12-28T16:50:54.087478,MOBILE,processing image,3,,LED,,26965 bytes,,00:00:00.002,,
1117,2025-12-28T16:50:54.230048,MOBILE,original size: 1024x768,3,,LED,,,,00:00:00.142,,
1118,2025-12-28T16:50:54.253000,MOBILE,upscaled to: 1024x768,3,,LED,,,,00:00:00.022,,
1119,2025-12-28T16:50:54.455974,MOBILE,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958654446.png,3,,LED,,,,00:00:00.202,,
1120,2025-12-28T16:50:54.480913,MOBILE,"running tesseract (psm=11,oem=1)",3,,LED,,,,00:00:00.024,,
1121,2025-12-28T16:50:55.618065,MOBILE,finished,3,,LED,,"result: ""[ “",,00:00:01.137,,
1122,2025-12-28T16:50:55.624315,MOBILE,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1766958654446.png,3,,LED,,,,,,
1123,2025-12-28T16:50:55.625983,MOBILE,converting output to speech,3,,LED,,"""[ “",,00:00:00.001,,
1124,2025-12-28T16:50:55.632325,MOBILE,converted output to speech,3,,LED,,,,,,
1125,2025-12-28T16:50:57.977221,MOBILE,capture,3,,LED,,starting,,00:00:02.344,,
1126,2025-12-28T16:50:58.153460,MOBILE,capture,3,,LED,,finished (27185 bytes),,00:00:00.176,,
1127,2025-12-28T16:50:58.156630,MOBILE,recognizeText,3,,LED,,starting,,00:00:00.003,,
1128,2025-12-28T16:50:58.159318,MOBILE,processing image,3,,LED,,27185 bytes,,00:00:00.002,,
